"¿Qué detecta el chequeo de C/N0 anti-spoofing?","Un salto de potencia: el spoofer debe llegar más fuerte que la señal auténtica para ganar el correlador, subiendo el C/N0 de varios satélites a la vez (antinatural)","GNSS::B3::6.4"
"¿En qué se basa el detector cruzado GPS/Galileo?","Un spoofer barato falsifica una constelación, no ambas coherentemente. Si las soluciones GPS y Galileo discrepan más que un umbral físico, hay ataque","GNSS::B3::6.4"
"¿Qué evade un spoofer gradual y qué lo caza igual?","Evade los detectores de TASA (2ª diferencia del reloj, salto de velocidad: una rampa tiene aceleración ~0). Lo cazan el salto de C/N0 y el cruce entre constelaciones","GNSS::B3::6.4"
"¿Por qué ningún detector de consistencia alcanza solo?","Cada uno cubre un vector; un spoofer sofisticado que iguale potencia y sea coherente entre constelaciones los evade. Se combinan varios + criptografía (OSNMA)","GNSS::B3::6.4"
"Detectores de consistencia anti-spoofing clásicos","Salto de C/N0, deriva anómala del reloj, salto de posición/velocidad no físico, e inconsistencia cruzada entre constelaciones","GNSS::B3::6.4"
"¿Qué relación hay entre detectores (6.4) y OSNMA (6.1)?","Complementaria: OSNMA autentica los DATOS (cripto); los detectores vigilan el RANGO y la consistencia física. Juntos cubren lo que cada uno no puede","GNSS::B3::6.4"
"Resultado del lab 6.4","Falsa alarma 0.5%, detección 100% durante el ataque, latencia 0 s. El C/N0 y el cruce disparan; los de tasa no (ataque gradual)","GNSS::B3::6.4"
"¿Por qué el C/N0 es un 'observable centinela'?","Es barato de medir y difícil de falsificar sin delatarse: un ataque que sube potencia lo mueve. Por eso se usa como primer indicio anti-spoofing","GNSS::B3::6.4"
"¿Qué es la falsa alarma en un detector y por qué importa?","La fracción de épocas que disparan sin ataque. Alta falsa alarma hace inútil el detector (se ignora). Se calibran los umbrales para minimizarla manteniendo la detección","GNSS::B3::6.4"
"¿Por qué falsificar dos constelaciones es mucho más difícil?","Cada una tiene sus propios relojes, efemérides, códigos y frecuencias; hacerlas coherentes entre sí y con la geometría real multiplica el costo del ataque","GNSS::B3::6.4"
