"¿Qué es la descomposición RTN de un error orbital?","Radial (línea Tierra→satélite), Along-track (dirección del movimiento) y Cross-track (normal al plano orbital). R=r/|r|, C=(r×v)/|r×v|, A=C×R","GNSS::B4::4.2"
"¿Por qué la componente radial es la que pesa en el rango?","El usuario mide rango (distancia al satélite): el error radial entra casi 1:1, mientras along/cross son casi perpendiculares a la línea de vista y se proyectan poco. Es la base del SISRE","GNSS::B4::4.2"
"¿Qué es el SISRE?","Signal-In-Space Range Error: el error orbital+reloj de la broadcast proyectado al rango del usuario, ponderando fuerte la radial. Métrica estándar para comparar constelaciones","GNSS::B4::4.2"
"Broadcast vs SP3: precisión y latencia","Broadcast: ~1-2 m, instantánea (la sube el segmento de control). SP3: ~2-3 cm, ~2 semanas (red global post-proceso). El SP3 es la verdad de referencia","GNSS::B4::4.2"
"Resultado 4.2: Galileo vs GPS (día 166)","Galileo: R0.82 A0.28 C0.20 → 3D 0.89 m. GPS: R1.43 A1.27 C0.66 → 3D 2.03 m. La radial domina y Galileo queda mejor","GNSS::B4::4.2"
"¿Por qué Galileo suele tener mejor órbita broadcast que GPS?","Segmento de control más moderno, mejor modelado de fuerzas y relojes más estables (máser de hidrógeno). Es la tendencia, no una ley: depende del día/satélite","GNSS::B4::4.2"
"¿Por qué el SP3 se interpola con Lagrange de orden alto?","Entre épocas de 5 min un satélite MEO avanza ~1100 km con curvatura orbital fuerte; interpolar linealmente daría error de metros. Lagrange de ~10 nodos captura la curva a cm","GNSS::B4::4.2"
"¿Qué es POD y en qué se diferencia de comparar órbitas?","POD (Precise Orbit Determination) es estimar la órbita desde observaciones (lo hace el segmento de control / centros de análisis). Aquí solo comparamos dos órbitas dadas. El POD propio es el proyecto LEO-OD","GNSS::B4::4.2"
"¿Por qué el along-track es chico dentro del arco de validez?","La efeméride está ajustada para su ventana (±~2 h de Toe). El envejecimiento along-track explota al EXTRAPOLAR fuera del arco (4.1: 569 m a 12 h), no dentro","GNSS::B4::4.2"
"¿Por qué el SP3 sirve de verdad si también es estimación?","Es ~100× mejor que la broadcast (cm vs m), calculado con red global y días de datos. Su error es despreciable frente al que medimos en la broadcast","GNSS::B4::4.2"
