"¿Por qué GNSS e INS son complementarios?","GNSS: posición absoluta acotada pero con cortes y baja tasa. INS: continuo y alta tasa pero deriva (integra sesgo/ruido). Juntos: el GNSS frena la deriva, el INS puentea los cortes","GNSS::B2::7.5"
"¿Qué es loosely-coupled vs tightly-coupled?","Loosely: el KF usa la solución de posición GNSS ya resuelta. Tightly: ingiere pseudodistancias crudas y funciona con <4 satélites. Tightly es más robusto y complejo","GNSS::B2::7.5"
"¿Qué hace el KF de fusión durante un corte de GNSS?","Solo predice con el IMU (dead-reckoning): el INS puentea el hueco. Al volver el GNSS, re-ancla y corrige la deriva acumulada","GNSS::B2::7.5"
"¿Por qué el INS deriva y el GNSS no?","El INS integra aceleración dos veces → todo sesgo/ruido se acumula (crece con t²). El GNSS mide posición absoluta cada época: el error oscila, no se acumula","GNSS::B2::7.5"
"En el KF de fusión, ¿cómo entra el IMU?","Como entrada de control en la predicción: x=F·x+B·a, con B=[[½DT²,0],[0,½DT²],[DT,0],[0,DT]]. La corrección GNSS entra vía H solo cuando hay fix","GNSS::B2::7.5"
"¿Qué controlan Q y R en la fusión?","R (ruido GNSS) y Q (imperfección del IMU) fijan a quién creerle: R grande → confía en el IMU; Q grande → confía en el GNSS. Mal calibrados, el filtro diverge o ignora un sensor","GNSS::B2::7.5"
"Resultado del lab de fusión (seed 42)","GNSS solo 4.41 m, INS solo 117.9 m, fusión 3.70 m. En el corte de 30 s: INS deriva a 118 m, el KF se mantiene en 10 m","GNSS::B2::7.5"
"¿Por qué la fusión bate a cada sensor por separado?","Usa el IMU entre fixes (mejor que GNSS solo) y re-ancla con GNSS (evita la deriva del INS). No promedia: pondera por incertidumbre (Q/R)","GNSS::B2::7.5"
"¿Por qué tu teléfono sigue ubicado unos segundos en un túnel?","Fusión GNSS+INS con los sensores inerciales del propio teléfono: el INS puentea el corte de GNSS por decenas de segundos, hasta que la deriva del IMU de consumo se dispara","GNSS::B2::7.5"
"¿Qué limita la fusión loosely-coupled en cortes largos?","La deriva del INS crece con t²: en minutos, un IMU de consumo se va a cientos de metros. Mitigación: mejor IMU, tightly-coupling (usa 1-3 sats), u otros sensores","GNSS::B2::7.5"
