"¿Qué es LEO-PNT y por qué es prometedor?","Posicionamiento desde órbita baja (~550 km): la señal llega ~30 dB más fuerte que la de MEO (anti-jamming) y la geometría cambia rápido (converge PPP en minutos). Ej: demostraciones ESA, Xona","GNSS::B5::8.1"
"¿Cuál es el costo de LEO-PNT frente a MEO?","Hand-over veloz (los satélites cruzan el cielo en minutos, no horas), Doppler ~2× mayor, y hacen falta MUCHOS más satélites (cientos) para cobertura global continua","GNSS::B5::8.1"
"¿Por qué la señal LEO es intrínsecamente anti-jamming?","Por estar ~40× más cerca del usuario, llega ~30 dB más fuerte (ley cuadrática inversa). Un jammer necesita mucha más potencia para ahogarla que a la débil señal MEO","GNSS::B5::8.1"
"¿Qué período orbital tiene un satélite LEO vs uno MEO?","LEO (~550 km): ~1.6 h. MEO (Galileo, ~23 200 km): ~14 h. Por la 3ª ley de Kepler: más bajo = más rápido","GNSS::B5::8.1"
"¿Qué es Moonlight / LunaNet?","Iniciativas de infraestructura de navegación y comunicación alrededor de la Luna (ESA Moonlight, NASA/ESA LunaNet): llevar 'GNSS lunar' para las misiones Artemis y siguientes","GNSS::B5::8.1"
"¿Cuál es el desafío de POD en órbita lunar?","No hay una red de estaciones terrestres que rodee la Luna ni un GNSS lunar establecido; determinar y predecir órbitas lunares con pocas referencias es un problema abierto","GNSS::B5::8.1"
"¿Qué es Alternative PNT y por qué importa?","Fuentes de posición/tiempo que no dependen del GNSS clásico (LEO-PNT, señales de oportunidad, eLORAN, INS): resiliencia ante jamming/spoofing, que es política de Estado","GNSS::B5::8.1"
"¿Por qué el PPP converge más rápido con LEO?","La geometría cambia rápido (período 1.6 h): los satélites se mueven mucho en minutos, refrescando la matriz de geometría y volviendo observables las incógnitas antes que en MEO","GNSS::B5::8.1"
"Resultado del lab 8.1 (LEO vs MEO)","LEO: período 1.6 h, velocidad 7.6 km/s, Doppler ±40 kHz, +33 dB de potencia. MEO: 14 h, 3.67 km/s, ±19 kHz. Trade-off señal/geometría vs hand-over/cantidad","GNSS::B5::8.1"
"¿Qué papel juega SatCom en las tendencias PNT?","Las megaconstelaciones de comunicaciones (LEO) pueden llevar señales PNT como servicio secundario o de oportunidad, difuminando la frontera entre comunicación y navegación","GNSS::B5::8.1"
