"¿Qué autentica OSNMA y qué queda afuera?","Autentica los DATOS de navegación (efemérides, reloj). Queda afuera el RANGO: un replay/meaconing de la señal auténtica con retardo mueve la posición sin tocar los datos","GNSS::B3::6.6"
"¿Qué es la defensa en capas de la seguridad GNSS?","Combinar OSNMA (datos, cripto) + SAS/ACAS (señal/rango) + detectores de consistencia (6.4) + sanidad física de efeméride (4.1). Ninguna capa cubre todo; juntas no dejan ataque sin defensa","GNSS::B3::6.6"
"¿Qué es SAS/ACAS y qué agrega sobre OSNMA?","Autenticación a nivel de SEÑAL (sobre E6-C): la señal misma lleva un componente secreto. Ayuda contra el spoofing de rango y el replay, que OSNMA (nivel datos) no cubre","GNSS::B3::6.6"
"¿Por qué la sanidad física de efeméride (4.1) es una defensa ortogonal?","No usa criptografía: chequea que la órbita sea plausible (semieje MEO, sin saltos de empalme imposibles). Un atacante que rompa la cripto no rompe la física, y viceversa","GNSS::B3::6.6"
"¿Qué ataque no se puede autenticar y cómo se maneja?","El jamming: no se puede autenticar lo que no llega. Se DETECTA (AGC/energía, 6.5) y se SOBREVIVE puenteando con INS (fusión, 7.5). Es negación, no engaño","GNSS::B3::6.6"
"En el threat model, ¿qué capa cubre más ataques?","Los detectores de consistencia (6.4): tocan los 5 ataques del modelo (aunque un spoofer sofisticado los evade). OSNMA solo cubre 1 (falsificación de datos)","GNSS::B3::6.6"
"¿Qué es un replay/meaconing y por qué evade OSNMA?","Re-emitir la señal GNSS auténtica (con sus tags OSNMA válidos) con retardo. Como los datos y sus tags son reales, OSNMA los acepta; pero el retardo desplaza el rango → posición/tiempo falsos","GNSS::B3::6.6"
"¿Por qué se documenta la seguridad como threat model (estilo ADR)?","Para hacer explícito qué ataque mitiga cada capa y qué RESIDUO queda. Evita la falsa sensación de que 'tenemos OSNMA, estamos seguros': obliga a razonar en sistema","GNSS::B3::6.6"
"¿Cuál es el residuo del spoofing de rango pese a las defensas?","Medio: OSNMA no lo ve; SAS/ACAS y los detectores (C/N0, salto de posición) ayudan pero un atacante sofisticado puede acercarse. No hay bala de plata","GNSS::B3::6.6"
"Frase resumen del módulo de seguridad","La seguridad GNSS es un sistema en capas: cripto (datos) + señal (rango) + consistencia + física. Ninguna sola alcanza; el objetivo es elevar el costo del ataque, no la inmunidad","GNSS::B3::6.6"
